"x","y"
222.7676,674.0888
224.2256,674.741
225.4407,675.0671
226.4127,675.0671
227.8707,673.8442
229.4098,672.8659
231.5158,671.643
233.7029,671.0724
234.9179,670.7463
236.376,671.3985
237.915,671.3985
239.4541,671.3985
238.968,672.0507
236.538,673.2735
234.7559,674.1703
233.5409,675.3932
232.6499,676.29
232.6499,678.4912
230.7868,679.388
228.3568,680.6108
227.1417,682.1598
225.9267,683.6272
225.3597,685.5023
224.3876,687.2959
223.8206,689.171
224.3876,692.1874
225.9267,694.3886
226.5747,696.5082
227.4657,698.3018
228.6808,700.7475
229.0048,702.2965
228.0327,702.6226
227.1417,700.7475
226.5747,698.954
225.9267,697.7311
225.3597,696.8343
225.0357,696.1821
224.7117,694.9592
224.1446,694.0625
223.1726,692.5135
222.2816,691.9428
221.0666,694.3886
221.7146,696.8343
221.3906,698.3018
220.4995,699.5247
220.1755,698.0572
220.1755,696.1821
219.5275,694.6331
219.5275,693.1657
219.8515,691.6167
220.7425,690.9645
221.3906,690.0677
219.8515,687.9481
218.9605,686.073
218.9605,683.6272
219.5275,682.1598
218.9605,679.9586
218.6365,677.839
217.0975,677.839
215.6394,678.7357
216.5304,677.5129
218.3125,676.9422
219.5275,676.6161
219.2845,674.8225
218.0695,673.5996
217.0975,671.3985
216.8544,669.931
216.8544,668.7081
216.5304,667.7298
215.6394,666.2624
213.7764,665.2841
213.7764,664.7134
211.6703,665.2841
210.1313,666.833
210.1313,668.9527
209.5642,670.1756
209.5642,671.7246
209.5642,673.2735
208.9162,674.8225
208.3492,675.7193
207.3772,676.9422
206.8102,679.0618
206.4862,680.2847
205.9191,680.2847
205.9191,678.4912
205.9191,677.2683
206.4862,676.0454
207.1342,674.4964
208.3492,673.5996
208.5922,672.3768
207.7012,671.1539
206.8102,669.931
205.5951,669.931
204.9471,670.5017
204.0561,671.1539
202.5171,671.7246
201.95,672.3768
201.059,673.2735
201.059,676.0454
200.735,677.5129
198.872,677.2683
199.844,675.7193
199.844,674.4964
199.844,673.8442
200.087,673.2735
200.411,671.3985
198.629,670.1756
198.3049,668.0559
198.872,667.1592
199.196,665.6102
200.087,664.0612
200.411,662.5937
199.52,661.6154
198.629,662.5937
197.6569,663.4905
196.4419,663.8166
194.9839,664.0612
194.0118,665.2841
192.7968,667.4853
192.2298,669.6049
191.5818,672.0507
191.9058,673.8442
192.5538,675.0671
192.5538,676.29
191.9058,678.165
192.2298,680.2847
193.4448,681.8337
194.6598,682.4044
195.5509,683.3827
195.5509,685.1762
195.5509,687.622
197.0899,688.2742
198.3049,688.8449
199.52,690.0677
201.059,691.9428
201.302,693.7364
201.302,694.9592
202.5171,694.9592
204.0561,695.6114
205.9191,695.6114
206.8102,696.5082
208.0252,696.8343
208.9162,699.2801
208.9162,701.3997
209.8073,702.6226
211.6703,703.8455
213.7764,704.7423
214.9914,705.639
216.5304,706.8619
217.7455,707.8402
218.6365,708.737
219.5275,709.6338
218.3125,710.286
217.0975,708.4109
215.6394,707.188
214.1004,706.2912
212.5613,706.2912
211.9943,706.8619
211.6703,707.5141
209.8073,705.639
208.9162,704.4162
208.5922,702.6226
208.5922,701.3997
208.0252,700.7475
207.7012,699.5247
206.1622,698.6279
204.0561,698.0572
202.8411,697.0789
200.735,696.5082
198.3049,694.3886
197.6569,692.8396
196.1989,691.2906
196.1989,689.7416
195.2269,688.5188
194.9839,687.9481
193.4448,687.622
193.1208,686.3991
193.1208,685.1762
192.5538,684.2794
190.6907,683.6272
190.1237,682.7305
188.9087,681.5076
187.3696,682.7305
186.7216,684.2794
185.5066,682.1598
185.5066,679.714
185.5066,678.4912
185.8306,676.9422
186.1546,676.29
186.4786,674.8225
187.0456,674.1703
186.7216,672.6213
186.4786,671.3985
187.0456,670.1756
187.0456,668.382
188.2607,666.833
188.9087,664.3873
190.1237,663.4905
191.3388,661.9415
192.2298,661.0448
192.5538,659.4958
192.7968,657.7022
192.5538,655.8272
191.5818,654.2782
189.7997,653.7075
188.5847,653.0553
187.3696,651.5878
186.1546,650.6095
184.9396,649.1421
184.2916,647.5931
183.4005,645.4735
183.0765,643.9245
182.5095,641.4787
182.1855,639.3591
183.0765,636.9133
183.7245,634.7121
181.6185,634.4676
180.4035,632.9186
180.0795,630.7989
180.0795,629.25
180.0795,627.1303
178.8644,624.9291
177.9734,622.8095
177.0014,621.9127
176.1103,620.6898
175.7863,618.5701
174.5713,617.3473
175.2193,615.4722
177.0014,615.1461
177.6494,613.6786
177.9734,611.4774
176.7584,609.0317
175.7863,607.8088
174.3283,606.912
171.5742,605.1185
169.7112,605.1185
167.6051,605.363
165.175,604.4663
163.069,603.5695
161.2059,603.5695
160.3149,604.4663
159.7479,605.6892
160.6389,607.2381
160.6389,609.0317
160.6389,610.5807
160.3149,612.1297
159.9909,614.2493
161.5299,615.1461
163.636,617.3473
163.96,618.244
166.0661,618.244
166.3901,621.5866
166.7141,623.4617
166.3901,625.5813
166.3901,627.1303
166.3901,628.9238
165.175,629.576
165.4991,631.0435
166.3901,632.2664
166.7141,632.9186
167.0381,634.1415
167.2811,635.6904
169.4682,637.8101
169.1442,639.3591
169.1442,640.8265
169.7112,642.3755
170.3592,643.2723
170.6832,646.0441
171.8982,646.9409
172.7893,648.4899
173.1133,649.7128
174.8953,651.8324
176.1103,653.7075
177.0014,654.9304
178.8644,655.2565
180.0795,655.8272
180.4035,657.05
181.6185,657.9468
183.4005,659.4958
184.0486,661.0448
184.2916,662.8383
185.2636,663.4905
185.2636,664.7134
184.2916,664.7134
184.0486,663.1644
183.4005,661.9415
182.5095,661.0448
181.8615,660.148
180.4035,658.9251
179.7554,657.7022
178.5404,657.05
177.3254,656.4794
175.5433,655.8272
174.5713,655.8272
174.5713,657.9468
173.6803,658.599
172.1412,658.9251
171.2502,659.8219
171.2502,661.9415
170.9262,664.3873
172.7893,665.9363
172.7893,667.4853
173.3563,668.9527
174.8953,670.5017
176.4344,671.3985
177.0014,672.3768
178.2164,673.2735
177.3254,673.8442
175.5433,672.9474
174.3283,671.3985
173.3563,670.5017
171.8982,670.1756
170.9262,669.931
170.9262,672.3768
170.6832,674.8225
172.1412,676.29
173.1133,677.839
174.5713,678.7357
175.7863,680.2847
175.7863,680.9369
176.4344,682.1598
176.7584,683.0566
177.3254,684.2794
178.2164,684.8501
177.9734,685.1762
176.1103,684.6055
174.8953,682.7305
174.0043,681.5076
173.6803,679.714
172.7893,678.4912
171.5742,677.2683
170.9262,676.6161
169.7112,676.29
169.4682,677.5129
170.0352,680.6108
171.8982,682.1598
172.4652,683.6272
173.1133,684.6055
173.6803,685.8284
175.2193,686.7252
175.5433,687.622
176.1103,688.5188
176.4344,689.7416
177.3254,690.0677
178.2164,690.3938
179.1884,690.72
180.9705,690.72
181.2945,691.9428
181.2945,693.7364
179.4314,694.6331
179.7554,695.856
181.2945,697.405
182.5095,699.8508
183.4005,701.0736
183.0765,702.6226
180.6465,701.3997
179.4314,699.8508
178.2164,698.3018
177.6494,697.0789
177.0014,697.405
177.6494,700.1769
178.2164,702.2965
179.4314,703.5194
180.4035,704.7423
180.9705,706.6173
180.6465,708.4109
181.6185,709.0631
183.7245,710.286
181.8615,710.286
179.4314,709.9599
178.2164,709.9599
177.0014,708.4109
176.4344,706.6173
177.0014,704.4162
177.0014,703.1933
175.7863,702.9487
174.5713,704.4162
174.0043,706.8619
174.0043,709.0631
175.2193,710.5306
177.3254,711.7534
176.1103,714.1992
175.7863,716.0743
176.1103,716.645
177.9734,716.971
179.4314,716.971
180.4035,717.6233
180.4035,718.52
181.2945,719.0907
183.0765,719.7429
184.2916,719.7429
185.2636,720.3136
187.3696,720.6397
187.9367,720.6397
185.2636,720.9658
183.7245,720.9658
182.1855,721.8626
183.4005,723.7376
182.1855,724.6344
180.6465,724.3083
180.6465,726.428
181.8615,727.4063
183.4005,727.977
184.0486,727.977
185.5066,727.977
186.1546,728.303
187.0456,730.7488
188.2607,731.3195
189.1517,731.6456
190.6907,731.6456
192.2298,731.6456
194.0118,731.6456
195.5509,731.3195
198.3049,731.0749
200.735,730.4227
203.1651,730.0966
204.0561,731.3195
205.5951,732.8685
206.8102,734.9881
207.7012,735.6403
208.0252,737.4339
209.5642,737.76
209.8073,739.635
211.6703,740.858
211.6703,742.6515
212.8853,742.6515
192.5538,732.5424
191.0147,733.1946
190.6907,734.9881
189.4757,736.211
187.9367,735.6403
187.6937,736.8632
190.1237,738.6567
190.6907,740.2057
192.7968,740.2057
193.7688,738.6567
195.5509,738.086
197.4139,739.309
198.629,740.5318
200.087,741.7547
201.302,742.3254
198.872,741.9993
197.0899,741.7547
194.9839,741.1025
192.7968,740.5318
191.5818,741.1025
191.0147,742.3254
191.5818,744.2005
192.7968,745.4233
194.0118,746.6462
194.9839,747.8691
196.1989,749.3366
197.0899,749.9888
197.9809,751.2116
199.196,752.1084
197.9809,753.0052
198.3049,754.5542
200.087,755.2064
201.626,755.451
202.5171,756.1031
203.7321,756.6738
205.2711,757.326
207.3772,756.9999
209.8073,756.6738
211.9943,756.6738
213.2093,757.6521
214.6674,757.8967
217.0975,758.5489
218.9605,758.875
218.3125,759.4457
216.5304,759.4457
214.4244,758.875
212.2373,757.8967
210.1313,757.326
208.9162,757.326
207.7012,757.326
206.1622,757.6521
205.5951,758.2228
204.0561,758.2228
203.1651,758.875
202.2741,760.0979
202.8411,762.5436
204.7041,764.6633
206.4862,766.2123
208.0252,767.6797
208.5922,768.658
209.8073,770.4516
210.7793,771.3484
211.6703,772.3267
210.7793,774.1202
207.3772,774.7724
205.2711,775.017
201.626,760.6686
199.52,759.7718
197.9809,758.5489
197.0899,757.6521
196.1989,756.6738
194.9839,755.2064
193.7688,754.228
192.5538,753.0052
191.3388,753.0052
190.3667,751.7823
189.4757,750.8855
188.2607,750.3149
187.6937,749.3366
185.5066,749.3366
185.8306,748.1137
184.2916,746.3201
183.0765,745.4233
183.0765,744.2005
182.5095,742.9776
181.2945,742.6515
180.6465,741.9993
179.7554,741.1025
178.2164,740.2057
176.7584,739.309
175.7863,738.6567
174.0043,738.086
171.8982,739.309
170.9262,740.5318
169.4682,741.1025
168.4961,741.9993
170.3592,744.7711
169.1442,744.445
169.1442,742.9776
168.2531,741.7547
166.7141,742.6515
164.608,742.9776
163.069,742.9776
161.5299,743.5483
160.6389,745.0972
159.0999,745.994
158.2089,746.8908
157.5608,748.7659
156.1028,750.3149
155.7788,752.1084
155.7788,753.6574
155.7788,755.2064
159.7479,755.2064
160.6389,755.2064
161.2059,755.777
162.745,755.2064
163.96,753.3313
165.175,752.4345
165.8231,751.7823
166.3901,751.7823
165.4991,753.0052
164.608,753.6574
163.636,754.8803
163.393,756.1031
164.851,756.4292
166.3901,756.6738
167.6051,757.8967
168.4961,759.1196
170.3592,759.1196
171.2502,759.7718
172.4652,759.4457
173.1133,758.875
174.3283,758.2228
175.2193,757.6521
176.7584,756.9999
178.5404,756.9999
181.2945,756.6738
183.0765,756.6738
184.2916,756.4292
185.5066,757.6521
184.0486,757.6521
182.1855,758.2228
180.4035,758.2228
178.8644,758.5489
177.3254,759.1196
176.4344,760.0979
175.5433,760.9947
174.0043,761.3208
171.8982,760.9947
170.3592,760.9947
169.4682,760.0979
168.2531,759.1196
167.0381,758.5489
165.175,757.8967
162.745,758.2228
160.6389,758.5489
159.7479,759.1196
158.2089,759.1196
157.8849,758.875
156.1028,758.5489
154.5638,758.875
153.0247,760.3425
151.4857,760.6686
149.3796,760.3425
147.8406,760.3425
145.4105,760.3425
143.9525,760.3425
142.9804,762.2175
142.7374,763.7665
143.3045,764.9894
143.9525,765.56
145.1675,766.4568
145.1675,767.4351
147.2736,768.0058
149.0556,768.9026
151.2427,769.2287
152.7007,769.5548
154.5638,768.9026
155.7788,768.0058
156.9938,768.658
158.5329,768.9026
159.0999,769.2287
160.9629,768.9026
161.854,767.6797
163.069,766.4568
164.284,764.6633
165.4991,764.6633
165.4991,765.56
165.4991,767.4351
164.284,768.0058
163.069,769.2287
163.393,770.4516
164.851,770.4516
166.0661,770.1255
168.4961,769.8809
169.7112,769.8809
170.6832,769.5548
170.0352,770.7777
167.9291,771.1038
166.7141,771.6745
165.175,772.5712
164.284,774.1202
164.851,775.017
167.0381,775.017
169.7112,775.3431
171.8982,775.017
172.7893,775.017
174.5713,775.9953
175.2193,778.115
176.4344,779.6639
175.7863,779.9085
175.2193,779.0117
173.6803,777.7888
172.7893,776.566
171.8982,777.4627
170.9262,778.6856
172.4652,779.6639
173.1133,780.5607
173.1133,781.7836
171.2502,781.4575
169.4682,781.4575
168.4961,780.5607
166.7141,779.9085
165.4991,779.9085
163.96,780.2346
163.393,780.8868
162.745,782.3543
163.96,782.3543
165.175,782.6804
167.0381,783.3326
166.3901,783.9032
165.4991,784.5554
163.96,785.7783
165.8231,786.0229
166.7141,787.898
166.7141,789.1208
167.2811,790.6698
167.2811,791.8927
167.9291,793.1156
167.6051,794.3385
169.1442,794.9091
170.9262,794.9091
172.4652,794.9091
174.5713,794.583
175.7863,793.1156
176.4344,791.5666
177.9734,790.6698
178.5404,790.0176
179.4314,789.447
180.6465,789.6915
181.8615,790.6698
183.7245,790.9144
185.8306,790.9144
187.3696,791.2405
188.2607,791.8927
187.9367,792.7895
186.1546,792.7895
184.9396,792.4634
183.4005,791.8927
182.1855,791.8927
180.6465,791.8927
180.0795,791.8927
179.4314,793.6863
178.2164,794.583
177.6494,796.4581
176.7584,797.3549
175.2193,797.3549
173.6803,796.7842
173.6803,798.0071
172.7893,799.23
171.5742,799.23
171.2502,800.1267
172.1412,801.9203
174.3283,803.7954
175.5433,804.366
175.5433,806.2411
176.7584,806.5672
178.8644,807.1379
180.9705,806.8118
182.1855,806.5672
183.0765,805.915
184.2916,804.366
186.1546,803.4693
187.6937,802.2464
188.2607,802.8986
188.9087,804.1215
191.3388,804.1215
192.5538,804.1215
194.6598,804.1215
195.8749,804.1215
195.2269,805.589
193.4448,805.0183
191.9058,804.6922
190.3667,804.6922
188.5847,804.6922
187.0456,804.6922
185.8306,805.915
185.5066,807.1379
183.4005,808.3608
182.1855,808.6869
180.6465,809.013
179.7554,809.013
178.5404,810.4804
178.2164,812.0294
179.1884,813.5784
180.4035,814.4752
181.2945,815.372
181.6185,816.3503
181.2945,818.4699
180.6465,820.0189
182.5095,820.9157
184.2916,821.2418
186.1546,821.2418
187.3696,822.1385
188.2607,822.4646
189.7997,821.2418
191.5818,820.0189
192.2298,818.1438
193.4448,816.3503
195.2269,816.5948
195.5509,817.8177
193.7688,818.4699
192.5538,820.0189
191.3388,820.5896
190.6907,821.8124
189.7997,823.0353
190.3667,824.9104
192.2298,826.1333
194.0118,826.704
194.9839,827.03
193.4448,828.253
192.2298,827.6007
191.5818,826.1333
190.6907,825.481
189.4757,824.9104
188.2607,824.2582
186.7216,824.2582
185.2636,824.2582
184.2916,824.9104
183.7245,825.155
182.5095,825.155
181.2945,824.5843
179.7554,824.5843
178.8644,824.5843
177.6494,825.481
176.7584,827.6007
176.7584,829.1497
178.2164,829.8019
180.0795,830.3726
181.2945,831.2694
182.5095,831.2694
184.6156,831.0248
187.0456,831.2694
188.9087,831.5955
190.6907,832.4922
192.2298,834.6934
193.4448,835.5902
193.4448,837.1392
194.0118,838.036
194.9839,840.4817
193.1208,840.4817
191.9058,838.6066
191.3388,837.3838
190.6907,836.1609
189.7997,834.6934
188.5847,833.4705
186.1546,833.4705
184.6156,833.7151
183.7245,834.6934
185.5066,837.1392
185.2636,838.036
185.2636,838.9327
183.0765,838.036
181.6185,836.487
180.9705,835.2641
179.7554,834.6934
179.1884,833.7151
177.3254,833.1444
176.1103,832.8183
174.5713,832.8183
173.1133,832.8183
172.4652,834.0412
171.8982,835.2641
171.2502,836.813
171.2502,838.6066
172.1412,838.9327
171.8982,839.8295
171.5742,840.8078
172.7893,842.2753
171.5742,843.4981
169.7112,843.8242
169.4682,845.9439
169.1442,847.819
169.4682,849.6125
170.0352,851.4876
170.6832,854.4225
171.8982,857.5205
172.1412,858.7434
173.6803,857.8466
175.2193,856.6237
175.7863,855.0747
177.0014,854.178
177.9734,853.8518
178.8644,852.955
179.4314,851.7322
180.6465,850.7539
181.8615,849.8571
183.4005,850.5093
184.2916,851.7322
185.8306,851.7322
187.6937,851.4061
189.4757,851.7322
190.1237,852.629
190.1237,853.5257
189.1517,853.8518
188.5847,854.178
187.3696,855.0747
186.4786,855.0747
185.2636,855.0747
184.0486,855.0747
182.5095,855.0747
180.9705,855.9715
179.7554,856.8683
178.8644,858.0912
178.5404,859.6401
177.9734,861.7598
177.3254,862.412
176.1103,863.6349
174.5713,864.2055
172.4652,864.5316
173.3563,866.6513
173.6803,868.2003
174.8953,869.4232
176.4344,870.32
176.7584,870.9721
177.0014,871.2982
178.5404,871.2982
180.0795,870.646
180.6465,869.097
181.8615,870.9721
181.8615,872.7657
179.7554,873.744
177.3254,874.6408
175.2193,875.5375
174.0043,874.9669
174.3283,880.103
174.3283,882.3041
174.3283,884.4238
175.2193,885.6467
175.7863,886.5434
175.5433,887.4402
175.7863,888.4185
177.6494,889.6414
178.8644,889.886
179.7554,889.886
181.6185,889.3153
181.2945,887.4402
182.1855,886.2173
183.4005,884.9945
183.0765,882.8748
183.4005,881.0813
184.9396,879.5323
185.8306,878.88
187.0456,879.5323
187.0456,881.0813
187.3696,881.978
187.6937,882.8748
187.9367,883.7716
187.9367,885.3206
187.3696,886.2173
186.1546,887.4402
185.2636,888.6631
184.9396,890.5382
184.9396,893.5546
185.8306,895.1036
187.0456,895.7558
187.9367,895.4297
188.9087,894.2068
189.7997,892.984
190.3667,891.761
190.3667,888.9892
191.5818,888.6631
192.7968,888.4185
194.3358,886.8696
195.8749,886.8696
196.4419,888.6631
196.1989,890.212
195.5509,892.0872
196.1989,892.0872
197.0899,891.1089
197.9809,892.6578
199.196,893.5546
200.735,893.31
200.735,890.5382
201.626,888.9892
203.4891,888.4185
204.3801,887.4402
205.9191,886.8696
207.1342,886.5434
208.5922,886.2173
209.5642,885.6467
210.1313,884.9945
209.5642,887.1957
208.5922,888.6631
206.8102,888.9892
205.5951,889.886
204.7041,890.5382
204.3801,892.6578
204.3801,893.5546
205.9191,894.2068
207.7012,893.8807
209.2402,893.8807
210.1313,892.6578
211.6703,890.8643
213.2093,888.9892
214.4244,888.0924
215.8824,887.7663
216.8544,886.5434
217.0975,884.7499
217.0975,882.8748
218.0695,881.652
219.8515,882.5487
219.5275,885.3206
218.6365,887.4402
217.4215,888.6631
216.2064,889.6414
214.9914,891.1089
213.2093,893.31
211.9943,894.533
210.7793,895.7558
211.3463,897.8755
209.5642,899.0983
208.0252,900.3212
206.4862,900.8919
204.9471,902.1148
203.4891,902.1148
203.4891,903.093
204.3801,903.9898
202.8411,905.7834
202.5171,906.7617
200.411,906.4356
200.087,904.8866
198.872,903.9898
197.6569,903.6637
197.4139,903.9898
197.6569,905.7834
199.52,906.1095
200.087,907.0063
200.087,907.9846
198.3049,908.2292
196.7659,908.5553
197.4139,910.6749
197.4139,912.876
197.6569,914.099
198.3049,915.3218
199.52,914.9957
201.059,914.099
201.302,912.55
202.2741,911.3271
202.8411,910.6749
204.0561,911.001
205.2711,911.001
206.4862,910.4303
207.3772,910.4303
207.3772,911.6532
207.1342,913.1207
207.3772,914.6696
207.3772,916.2186
208.5922,917.1154
209.2402,918.6644
209.8073,919.8873
207.7012,920.458
205.9191,920.458
206.8102,922.6591
205.2711,924.4527
204.3801,925.3494
203.7321,926.3277
203.7321,927.7952
203.1651,928.7735
202.2741,930.567
201.95,931.79
203.1651,932.6867
203.7321,932.116
205.2711,931.2193
205.5951,929.9964
206.4862,929.018
206.8102,928.1213
207.7012,928.7735
208.0252,929.9964
208.5922,930.8932
208.5922,932.4421
210.7793,932.4421
211.3463,931.79
211.6703,931.2193
212.8853,930.8932
213.7764,930.241
214.1004,928.7735
214.4244,930.241
215.6394,931.2193
216.8544,931.79
218.0695,932.116
219.5275,931.4638
220.4995,929.9964
222.9296,929.9964
224.7117,929.6703
225.9267,927.7952
226.8177,927.2245
227.7897,926.0016
229.5718,926.3277
227.7897,928.1213
226.5747,929.3442
227.1417,930.8932
228.6808,931.2193
229.8958,932.116
228.0327,932.6867
226.2507,932.116
223.8206,932.116
221.9576,932.4421
220.4995,932.6867
219.2845,933.0128
217.0975,935.1325
217.0975,937.3336
216.5304,938.2304
216.2064,940.35
215.6394,941.573
214.6674,943.122
214.9914,944.671
213.4524,945.5677
213.7764,946.4645
215.6394,946.4645
216.8544,946.4645
218.0695,947.6873
218.9605,947.3612
220.7425,946.4645
221.9576,945.2416
223.4966,944.3448
224.1446,945.8938
223.8206,947.3612
221.7146,948.0134
219.8515,948.3395
218.3125,948.9102
218.0695,950.4592
219.2845,951.0299
220.1755,951.356
